TF,Cell type,Genome,GEO ID
Tcf4,Crypt,mm9,"['GSM1594063', 'GSM1594064']"
Tcf4,Hair Follicle,mm9,['GSM1187393']
Tcf4,Hepatocytes,mm9,"['GSM863767', 'GSM863769']"
Tcf4,Intestinal stem cells,mm9,"['GSM1847791', 'GSM1847792']"
Tcf4,Mesenchymal stem cells,mm9,"['GSM4066684', 'GSM4066685', 'GSM4066686', 'GSM4066687']"
Tcf4,Oligodendrocytes,rn6,"['GSM1587566', 'GSM1587567', 'GSM1587568']"
Tcf7,CD4 CD8 double positive cells,mm9,['GSM1924845']
Tcf7,CD4-Positive T-Lymphocytes,mm9,"['GSM3383358', 'GSM3383360']"
Tcf7,CD8-Positive T-Lymphocytes,mm9,"['GSM1889262', 'GSM1889263', 'GSM1258235']"
Tcf7,EML,mm9,['GSM773994']
Tcf7,Natural Killer T-Cells,mm9,"['GSM2436023', 'GSM2436026']"
Tcf7,Tfh,mm9,['GSM2769713']
Tcf7,Thymocytes,mm9,"['GSM1924843', 'GSM1924844', 'GSM1924868']"
Tcf7,Thymus,mm9,"['GSM1133644', 'GSM1285796']"
Tcf7,Treg,mm9,['GSM3383359']
Tcf7l1,3T3-L1,mm9,['GSM790410']
Tcf7l2,Colon,mm9,"['-', '-', '-', '-']"
Tcf7l2,H4-II-E-C3,rn6,"['GSM712669', 'GSM1302275', 'GSM1302276', 'GSM1302277', 'GSM1302278']"
Tcf7l2,Heart Ventricles,mm9,"['GSM2577065', 'GSM2577066', 'GSM2577071']"
Tcf7l2,Preadiocytes,mm9,"['GSM3712533', 'GSM3712534', 'GSM3712536', 'GSM3712537']"
Tdg,Embryonic Stem Cells,mm9,['GSM1341311']
Tead1,C2C12,mm9,"['GSM2186205', 'GSM2186207']"
Tead1,"Carcinoma, Basal Cell",mm9,['GSM3171677']
Tead1,Nerve tumor cells,mm9,['GSM2631326']
Tead1,Pro-B cells,mm9,"['GSM2310060', 'GSM2310061']"
Tead2,Py2T,mm9,"['GSM1342158', 'GSM1342159']"
Tead4,C2C12,mm9,"['GSM2186201', 'GSM2186203']"
Tead4,"Carcinoma, Basal Cell",mm9,['GSM3171678']
Tead4,Embryonic Stem Cells,mm9,['GSM2935888']
Tead4,Liver,mm9,"['GSM2220072', 'GSM2220074', 'GSM2220091', 'GSM2220093', 'GSM2882182']"
Tead4,MEF,mm9,['GSM2220156']
Tead4,Muscle Cells,mm9,['GSM2186214']
Tead4,"Muscle, Skeletal",mm9,['GSM2219811']
Tead4,Trophoblast stem cells,mm9,"['GSM916551', 'GSM2935892', 'GSM3019323', 'GSM3019324', 'GSM3983257']"
Tead4,Unclassified,mm9,"['GSM2091494', 'GSM2091495']"
Tead4,mESC derived haematopoietic progenitor,mm9,"['GSM1968747', 'GSM2091496']"
Terf1,iPS cells,mm9,"['GSM3445728', 'GSM3763544']"
Terf2ip,MEF,mm9,"['GSM521836', 'GSM521837', 'GSM521838', 'GSM521839', 'GSM2109713', 'GSM2109714', 'GSM2109715', 'GSM2109716', 'GSM2109717', 'GSM2109718', 'GSM2109719', 'GSM2109720', 'GSM2109721', 'GSM2109722', 'GSM2109723', 'GSM2109724']"
Tet,ML-DmBG3-c2,dm3,"['GSM1657236', 'GSM1657237', 'GSM1657238']"
Tet1,Embryonic Stem Cells,mm9,"['GSM611192', 'GSM611193', 'GSM611194', 'GSM611195', 'GSM659799', 'GSM659800', 'GSM659801', 'GSM659802', 'GSM706669', 'GSM706670', 'GSM706671', 'GSM706672', 'GSM2262437', 'GSM2262438', 'GSM2262439', 'GSM2262440', 'GSM2698050', 'GSM2698053', 'GSM2788888', 'GSM2788889', 'GSM2788890', 'GSM2788891', 'GSM2788892', 'GSM2788893']"
Tet1,Frontal cortex,mm9,"['GSM3539125', 'GSM3539126', 'GSM3539127', 'GSM3539128', 'GSM3539130', 'GSM3539131', 'GSM3539132', 'GSM3539133']"
Tet1,P19,mm9,"['GSM941680', 'GSM941681']"
Tet2,Acute Myeloid Leukemia,mm9,"['GSM3196094', 'GSM3196095', 'GSM3196096', 'GSM3196097']"
Tet2,Bone Marrow Cells,mm9,['GSM897581']
Tet2,Embryonic Stem Cells,mm9,"['GSM2065691', 'GSM2065710', 'GSM2065712', 'GSM1023124', 'GSM3196078', 'GSM3196079', 'GSM3196080', 'GSM3196081']"
Tet2,Hematopoietic cells,mm9,"['GSM3196088', 'GSM3196089', 'GSM3196090', 'GSM3196091']"
Tet2,MEL,mm9,['GSM1919425']
Tet2,P19,mm9,['GSM2188926']
Tet3,Embryonic Stem Cells,mm9,"['GSM2480888', 'GSM2480889', 'GSM2480890', 'GSM2480891', 'GSM2480892', 'GSM2480893', 'GSM2480894', 'GSM2480895']"
Tet3,mESC derived neural cells,mm9,"['GSM1873592', 'GSM1873593', 'GSM1369880', 'GSM1565736', 'GSM1565737']"
TfIIA,Kc167,dm3,['GSM2283391']
TfIIB,Kc167,dm3,['GSM2283392']
TfIIB,S2,dm3,"['GSM2688950', 'GSM2688952', 'GSM2688954', 'GSM2688956']"
TfIIIC,Kc167,dm3,"['GSM1536017', 'GSM1536018', 'GSM1536019', 'GSM1536020']"
Tfam,MEF,mm9,"['GSM2945880', 'GSM2945881', 'GSM2945884', 'GSM2945885']"
Tfap2a,Epididymis,mm9,"['GSM1146486', 'GSM1146487', 'GSM1146488', 'GSM1146489']"
Tfap2a,Kidney,mm9,['GSM1146480']
Tfap2a,Melanocytes,mm9,"['GSM1875286', 'GSM1875287']"
Tfap2a,Prostate,mm9,['GSM1146469']
Tfap2c,Mammary tumor,mm9,['GSM1503830']
Tfap2c,Trophoblast stem cells,mm9,"['GSM3019325', 'GSM3019344']"
Tfap2c,ZHBTc4,mm9,['GSM1246723']
Tfap4,CD8-Positive T-Lymphocytes,mm9,['GSM1400430']
Tfap4,Germinal Center,mm9,"['GSM2132680', 'GSM2132681']"
Tfcp2l1,Kidney,mm9,['GSM2339862']
Tfe3,Embryonic Stem Cells,mm9,"['GSM979714', 'GSM979715', 'GSM979716']"
Tfe3,MEF,mm9,"['GSM1966843', 'GSM1966844', 'GSM1966845']"
Tfe3,RAW 264.7,mm9,"['GSM1968476', 'GSM1968477', 'GSM1968478']"
Tgif1,Embryonic Stem Cells,mm9,['GSM1335481']
Tgif1,MLL-AF9 leukemic cell,mm9,"['GSM1333557', 'GSM1333558', 'GSM1333559', 'GSM1333560']"
Tgif2,Embryonic Stem Cells,mm9,['GSM1606384']
Thap11,Embryonic Stem Cells,mm9,['GSM1246868']
Thoc5,Vascular smooth muscle cells,mm9,['GSM3262773']
Thra,C17-2,mm9,['GSM940399']
Thrb,C17-2,mm9,['GSM940400']
Tle1,Hair Follicle,mm9,['GSM1187394']
Tle3,Brown adipocytes,mm9,['GSM3261516']
Tle3,White adipocytes,mm9,"['GSM3261514', 'GSM3261515']"
Tlx1,Embryonic spleens,mm9,['GSM2165954']
Tmem131,RN2,mm9,['GSM2794811']
Tnni2,Osteoblasts,mm9,"['GSM797452', 'GSM797453']"
Top1,Thymus,mm9,"['GSM2433230', 'GSM2433231', 'GSM2433232']"
Top2a,Thymus,mm9,"['GSM2433222', 'GSM2433223', 'GSM2433224', 'GSM2433225']"
Top2b,Cerebellar granule neurons,mm9,"['GSM2460981', 'GSM2460982']"
Tox,OT-1,mm9,"['GSM2465560', 'GSM2465561']"
Trf2,2-4h embryos,dm3,"['GSM1257810', 'GSM1257811']"
Trim28,3T3-L1,mm9,['-']
Trim28,B-Lymphocytes,mm9,"['GSM902929', 'GSM902930']"
Trim28,Bone Marrow Cells,mm9,['GSM1077425']
Trim28,Embryonic Stem Cells,mm9,"['-', '-', '-', 'GSM773067', 'GSM1555120', 'GSM1555121', 'GSM1555122', 'GSM1555123', 'GSM1555124', 'GSM1555125', 'GSM1819199', 'GSM1931784', 'GSM1931787', 'GSM2051868', 'GSM2051872', 'GSM2051876', 'GSM1032198', 'GSM1032199', 'GSM2339526', 'GSM2339527', 'GSM2473148', 'GSM2473150', 'GSM3173661', 'GSM3173662', 'GSM3173663', 'GSM3173664', 'GSM3173665', 'GSM3173666', 'GSM3517473', 'GSM3517474', 'GSM3517475', 'GSM3517477', 'GSM3517478', 'GSM3611254', 'GSM3611260', 'GSM3611262', 'GSM1406445']"
Trim28,Hepatoma,mm9,['GSM2339528']
Trim28,MEF,mm9,['GSM2301501']
Trim28,Neuro-2a,mm9,"['GSM2986446', 'GSM2986447']"
Trim28,Th17 Cells,mm9,['GSM2595282']
Trim28,Thymocytes,mm9,"['GSM945741', 'GSM945742']"
Trim28,Treg,mm9,"['GSM2827217', 'GSM2827219']"
Trim33,Embryoid Bodies,mm9,['GSM3386196']
Trim33,"Leukemia, Lymphoid",mm9,"['GSM1617784', 'GSM1617785', 'GSM1617796', 'GSM1617797', 'GSM1617799', 'GSM1617800']"
Trim33,Macrophages,mm9,['GSM1067656']
Trim33,Pro-B cells,mm9,"['GSM1617793', 'GSM1617794']"
Trim33,RAW 264.7,mm9,['GSM1067639']
Trim33,Testis,mm9,['GSM1677142']
Trim33,Th17 Cells,mm9,"['GSM3133230', 'GSM3133231']"
Trl,0-8h embryos,dm3,['GSM614652']
Trl,14-16h embryos,dm3,"['GSM1147143', 'GSM1147144']"
Trl,16-24h embryos,dm3,['GSM570043']
Trl,2-4h embryos,dm3,['GSM1689686']
Trl,8-16h embryos,dm3,"['GSM628226', 'GSM945882', 'GSM945883', 'GSM945884', 'GSM1217700', 'GSM1217701', 'GSM1217702']"
Trl,Imaginal wing disc,dm3,"['GSM945891', 'GSM945892']"
Trl,Kc,dm3,['GSM570054']
Trl,Kc167,dm3,['GSM2133762']
Trl,S2,dm3,"['GSM998826', 'GSM998827', 'GSM2706059', 'GSM2706060', 'GSM2706061', 'GSM2706062', 'GSM2860390', 'GSM2860394', 'GSM2860398', 'GSM2860406', 'GSM2860410', 'GSM2860422', 'GSM2860426', 'GSM2860430', 'GSM1295976', 'GSM1295977']"
Trl,S2R+,dm3,"['GSM1160143', 'GSM1160144']"
Trl,Salivary glands,dm3,['GSM1815459']
Trl,White prepupae,dm3,['GSM669543']
Trp53,Embryoid Bodies,mm9,"['GSM1782925', 'GSM1782926']"
Trp53,Embryonic kidney,mm9,['GSM1209644']
Trp53,HPC-7,mm9,['-']
Trp53,MEF,mm9,"['GSM1126945', 'GSM1126947', 'GSM1342502']"
Trp53,Macrophages,mm9,"['GSM2698327', 'GSM2698328', 'GSM2698329', 'GSM2698330', 'GSM2698331']"
Trp53,Mammary cells,mm9,"['GSM2318702', 'GSM2318703', 'GSM2318705', 'GSM2318706']"
Trp63,"Carcinoma, Squamous Cell",mm9,"['GSM2790571', 'GSM2790576']"
Trp63,Keratinocytes,mm9,['GSM2559737']
Tsc22d3,Th17 Cells,mm9,['GSM1074872']
Twist1,Embryonic heart,mm9,['GSM1214275']
Twist1,Embryonic limb,mm9,['GSM1214276']
Twist1,Nerve Sheath Neoplasms,mm9,['GSM1214277']
U2AF1,Hep G2,hg19,['GSM3393532']
U2AF1,K-562,hg19,['GSM3393580']
U2AF2,Hep G2,hg19,['GSM3393533']
U2AF2,K-562,hg19,['GSM3393581']
UBE2I,WI-38,hg19,"['GSM1035427', 'GSM1035436']"
UBE3A,hESC H9,hg19,"['GSM3537891', 'GSM3537892', 'GSM3537893', 'GSM3537894']"
UBE3A,hESC derived neural cells,hg19,"['GSM3537879', 'GSM3537880', 'GSM3537881', 'GSM3537882', 'GSM3537885', 'GSM3537886', 'GSM3537887', 'GSM3537888']"
UBP1,LoVo,hg19,['GSM1239543']
UBP8,Unclassified,sacCer3,['GSM2563536']
UBTF,K-562,hg19,"['GSM935338', 'GSM935642']"
UBTF,hESC H9,hg19,"['GSM2028274', 'GSM2028275']"
UME6,BY4741,sacCer3,"['GSM3011722', 'GSM3011723']"
UME6,Unclassified,sacCer3,"['GSM3498519', 'GSM3498520', 'GSM3498522', 'GSM3498523', 'GSM3498525', 'GSM3498526']"
UPF1,Breast cancer cells,hg19,['GSM3673642']
USF1,A549,hg19,"['GSM803429', 'GSM803457', 'GSM1010828']"
USF1,ECC-1,hg19,['GSM1010886']
USF1,Erythroid Cells,hg19,['GSM1698353']
USF1,GM12878,hg19,['GSM803347']
USF1,HCT 116,hg19,['GSM1010836']
USF1,Hep G2,hg19,['GSM803527']
USF1,K-562,hg19,['GSM803441']
USF1,SK-N-SH,hg19,"['GSM803472', 'GSM1010806']"
USF1,hESC H1,hg19,['GSM803426']
USF2,Erythroid Cells,hg19,['GSM1698354']
USF2,GM12878,hg19,['GSM935558']
USF2,HeLa,hg19,['GSM935561']
USF2,Hep G2,hg19,['GSM935646']
USF2,K-562,hg19,"['GSM935356', 'GSM3031746', 'GSM3031747']"
USF2,hESC H1,hg19,['GSM935380']
USP22,HCT 116,hg19,"['GSM3446329', 'GSM3446330', 'GSM3446331', 'GSM3446332']"
USP7,293,hg19,['GSM1495959']
USP7,CUTLL1,hg19,"['GSM2870958', 'GSM2870959']"
USP7,Jurkat,hg19,"['GSM2564509', 'GSM2564510']"
USP7,MDA-MB-231,hg19,['GSM2037450']
USP7,NCI-H1299,hg19,['GSM2037451']
Ubtf,CH12,mm9,['GSM1003783']
Ubtf,MEL,mm9,['GSM1003788']
Ubtf,Pro-B cells,mm9,"['GSM3500757', 'GSM3500758', 'GSM3500760', 'GSM3500761', 'GSM3500763', 'GSM3500764']"
Ubx,0-12h embryos,dm3,['GSM853486']
Ubx,Kc167,dm3,"['GSM1708979', 'GSM1708980', 'GSM1708987', 'GSM1708988', 'GSM1708989', 'GSM1708990', 'GSM1708991']"
Ubx,Mesoderm,dm3,"['GSM3445547', 'GSM3445548', 'GSM3445549', 'GSM3445550', 'GSM3445551', 'GSM3445552', 'GSM3445553', 'GSM3445554', 'GSM3716521', 'GSM3716522']"
Ubx,Neuronal cells,dm3,"['GSM3445555', 'GSM3445556', 'GSM3445557', 'GSM3445558', 'GSM3445559', 'GSM3445560', 'GSM3445561', 'GSM3445562']"
Ubx,S2,dm3,"['GSM2706083', 'GSM2706084', 'GSM2706085']"
Uhrf1,Embryonic Stem Cells,mm9,['GSM3123487']
Upf1,S2,dm3,"['GSM3262119', 'GSM3262120']"
Usf1,C2C12,mm9,"['GSM915161', 'GSM915162']"
Usf1,Embryonic Stem Cells,mm9,['GSM3483911']
Usf2,CH12,mm9,['GSM912910']
Usf2,MEL,mm9,"['GSM912892', 'GSM1003785']"
Usf2,Macrophages,mm9,"['GSM2974709', 'GSM2974710', 'GSM2974711', 'GSM2974712']"
Usp16,Embryoid Bodies,mm9,"['GSM1277679', 'GSM1277680']"
Usp16,Embryonic Stem Cells,mm9,"['GSM1277672', 'GSM1277673']"
Usp16,Hematopoietic Stem Cells,mm9,['GSM1533881']
Usp7,Embryonic Stem Cells,mm9,"['GSM2281271', 'GSM2281272']"
Utf1,Embryonic Stem Cells,mm9,"['GSM1300283', 'GSM1300284']"
Utx,S2,dm3,"['GSM1017401', 'GSM1017416']"
VDR,Colonic organoids,hg19,"['GSM2863694', 'GSM2863695', 'GSM2863698', 'GSM2863699', 'GSM2863700', 'GSM2863702']"
VDR,Kidney Cortex,hg19,"['GSM3716705', 'GSM3716706', 'GSM3716707']"
VDR,LS-180,hg19,"['GSM791403', 'GSM791404']"
VDR,LX2,hg19,"['GSM934612', 'GSM934614', 'GSM934617', 'GSM934618']"
VDR,Lymphoblastoid cell line,hg19,"['GSM558630', 'GSM558631', 'GSM558632', 'GSM558633', 'GSM558634', 'GSM558635', 'GSM558636', 'GSM558637']"
VDR,PrEC,hg19,"['GSM3537041', 'GSM3537043']"
VDR,RWPE-1,hg19,"['GSM3262717', 'GSM3262718', 'GSM3262719', 'GSM3262720']"
VDR,THP-1,hg19,"['GSM678268', 'GSM678269', 'GSM2371442', 'GSM2371443', 'GSM2371444', 'GSM2371445', 'GSM2371446', 'GSM2371447', 'GSM2371448', 'GSM2371449', 'GSM2371450', 'GSM2371451', 'GSM2371452', 'GSM2371453', 'GSM1240268', 'GSM1240269', 'GSM1240270', 'GSM1280895', 'GSM1280896']"
VEZF1,HeLa,hg19,"['GSM866196', 'GSM866197']"
VRK1,HT-1080,hg19,['GSM2242173']
VSV-G,SW 480,hg19,"['GSM1638967', 'GSM1638968']"
Vdr,3T3-L1,mm9,['GSM1370456']
Vdr,IDG-SW3,mm9,['GSM1323915']
Vdr,"Intestine, Small",mm9,"['GSM1694857', 'GSM1694858', 'GSM1694859', 'GSM1694860', 'GSM1694861', 'GSM1694862']"
Vdr,Kidney,mm9,"['GSM3898444', 'GSM3898445', 'GSM3898446', 'GSM3898447', 'GSM3898448', 'GSM3898449', 'GSM3898492', 'GSM3898493', 'GSM3898494', 'GSM3898495', 'GSM3898496', 'GSM3898497', 'GSM3898507', 'GSM3898508', 'GSM3898509', 'GSM3898510', 'GSM3898511', 'GSM3898512']"
Vdr,MC3T3-E1,mm9,"['GSM1027472', 'GSM1027473', 'GSM1027490', 'GSM1027491']"
Vdr,Macrophages,mm9,"['GSM3544090', 'GSM3544091']"
Vdr,Mesenchymal stem cells,mm9,"['GSM2104114', 'GSM2104115', 'GSM2104116', 'GSM2104117', 'GSM2104150', 'GSM2104151', 'GSM2104152', 'GSM2104153', 'GSM2104186', 'GSM2104187', 'GSM2104188', 'GSM2104189', 'GSM2104218', 'GSM2104219', 'GSM2104220', 'GSM2104221']"
Vdr,Monocytes,mm9,"['GSM3898522', 'GSM3898523', 'GSM3898524', 'GSM3898525', 'GSM3898526', 'GSM3898527']"
Vdr,Parathyroid,mm9,"['GSM3898534', 'GSM3898535']"
Vsx2,Embryonic Stem Cells,mm9,['GSM2220207']
W03F9.2,Young adult,ce10,"['GSM729306', 'GSM729307']"
WDHD1,LNCAP,hg19,"['GSM2480830', 'GSM2480831', 'GSM2480832', 'GSM2480833']"
WDR5,A-673,hg19,['GSM1517567']
WDR5,BGC-823,hg19,"['GSM1556820', 'GSM1556821']"
WDR5,K-562,hg19,"['GSM3176965', 'GSM3176966', 'GSM3176967', 'GSM3176968', 'GSM3176969', 'GSM3176970']"
WDR5,LNCAP,hg19,"['GSM1333368', 'GSM1333369']"
WDR5,MV-4-11,hg19,"['GSM3176980', 'GSM3176981', 'GSM3176982', 'GSM3176983', 'GSM3176984', 'GSM3176985', 'GSM3176986', 'GSM3176987', 'GSM3176988', 'GSM3176989', 'GSM3176990', 'GSM3176991']"
WDR5,NHEK,hg19,['GSM1034506']
WDR5,RAMOS,hg19,"['GSM3593619', 'GSM3593620', 'GSM3593621', 'GSM3593625', 'GSM3593626', 'GSM3593627']"
WDR5,RS4-11,hg19,['GSM1873569']
WDR5,SKMNC,hg19,['GSM1517542']
WDR5,SMMC-7721,hg19,['GSM3619375']
WDR5,THP-1,hg19,['GSM1873570']
WHSC1,K-562,hg19,"['GSM831005', 'GSM1003492']"
WHSC1,LoVo,hg19,['GSM1239615']
WIZ,293,hg19,['GSM1530053']
WRN,293,hg19,['GSM1679450']
WRNIP1,GM12878,hg19,['GSM935492']
WWTR1,HuCCT1,hg19,['GSM1667163']
WWTR1,MDA-MB-231,hg19,"['GSM1614030', 'GSM1614031']"
Wapl,MEF,mm9,['GSM2430399']
Was,CD4-Positive T-Lymphocytes,mm9,['GSM2359950']
Was,Thymocytes,mm9,"['GSM2359949', 'GSM2359952', 'GSM2359953']"
Wdr11,Embryonic Stem Cells,mm9,"['GSM2711414', 'GSM2711415', 'GSM2711416']"
Wdr5,B-Lymphocytes,mm9,"['GSM2184302', 'GSM2184316']"
Wdr5,Bone Marrow Cells,mm9,"['GSM1682369', 'GSM1682373', 'GSM1682376', 'GSM1682379']"
Wdr5,C2C12,mm9,"['GSM1224291', 'GSM1224292', 'GSM1224293']"
Wdr5,Embryonic Stem Cells,mm9,"['GSM566279', 'GSM566280', 'GSM3483907']"
Wdr5,mESC derived neural cells,mm9,"['GSM1059173', 'GSM1059177']"
Wdr61,C2C12,mm9,"['GSM1865393', 'GSM1865395']"
Whsc1l1,MLL-AF9 leukemic cell,mm9,"['GSM1829176', 'GSM1829181']"
Wiz,Cerebellum,mm9,"['GSM2040540', 'GSM2040541']"
Wt1,Embryonic kidney,mm9,"['GSM2395744', 'GSM2867766', 'GSM2867767', 'GSM2867768', 'GSM1402806', 'GSM1402807']"
Wt1,Kidney Cortex,mm9,"['GSM1563598', 'GSM1563599', 'GSM1563600']"
Wt1,Sertoli Cells,mm9,['-']
XBP1,Hs 578T,hg19,['GSM1276192']
XBP1,MDA-MB-231,hg19,"['GSM1276189', 'GSM1276190']"
XBP1,T-47D,hg19,"['GSM1276191', 'GSM1239667']"
XPO1,HL-60,hg19,['GSM3659519']
XPO1,K-562,hg19,['GSM3659515']
XPO1,Loucy,hg19,"['GSM3659517', 'GSM3659518', 'GSM3659521']"
XPO1,OCI-AML3,hg19,['GSM3659516']
XRCC4,K-562,hg19,['GSM935425']
XRCC4,MCF 10A,hg19,"['GSM3182663', 'GSM3182664', 'GSM3182668', 'GSM3182669']"
XRCC4,Unclassified,hg19,"['-', '-']"
XRCC5,Hep G2,hg19,['GSM3393560']
XRCC5,K-562,hg19,['GSM3393608']
XRN2,293,hg19,['GSM1872300']
XRN2,HeLa,hg19,['GSM891235']
Xbp1,Astrocytes,mm9,"['GSM3450284', 'GSM3450285', 'GSM3450286']"
Xbp1,AtT-20,mm9,['GSM3856430']
Xbp1,C57BL/6,mm9,"['GSM3450290', 'GSM3450291']"
Xbp1,CD4-Positive T-Lymphocytes,mm9,"['-', '-']"
Xbp1,Liver,mm9,"['GSM2292554', 'GSM2292555', 'GSM2292556', 'GSM2292557', 'GSM2292558', 'GSM2292559', 'GSM2292560', 'GSM2292561', 'GSM3753215', 'GSM3753216', 'GSM3753217', 'GSM3753218', 'GSM3753219', 'GSM3753220', 'GSM3753221', 'GSM3753222', 'GSM3753223', 'GSM3753224', 'GSM3753225', 'GSM3753226', 'GSM3753227']"
YAP1,293,hg19,"['GSM3732638', 'GSM3732639']"
YAP1,BEL-7402,hg19,"['GSM2641035', 'GSM2641036', 'GSM2641037']"
YAP1,CCLP1,hg19,"['GSM1524324', 'GSM1524329']"
YAP1,H2052,hg19,"['GSM1542532', 'GSM1542533']"
YAP1,HBMEC,hg19,"['GSM2486582', 'GSM2486584']"
YAP1,HuCCT1,hg19,"['GSM1667157', 'GSM1667160']"
YAP1,IMR-90,hg19,"['GSM1696205', 'GSM1696207']"
YAP1,MCF 10A,hg19,"['GSM3189832', 'GSM3189833']"
YAP1,MCF-7,hg19,"['GSM2859577', 'GSM3577938', 'GSM3577939', 'GSM3577955', 'GSM3577958']"
YAP1,MDA-MB-231,hg19,"['GSM1614028', 'GSM1614029']"
YAP1,MSTO-211H,hg19,['GSM1664954']
YAP1,NCI-H69,hg19,"['GSM1524337', 'GSM1524338']"
YAP1,OVCAR-5,hg19,['GSM1377693']
YAP1,SF268,hg19,"['GSM1515738', 'GSM1515739']"
YAP1,T-47D,hg19,"['GSM3577944', 'GSM3577945']"
YAP1,hESC H1,hg19,"['GSM2635694', 'GSM2635695']"
YBX1,LoVo,hg19,['GSM1239616']
YEATS4,NCI-H1299,hg19,['GSM2678992']
YY1,A549,hg19,['GSM1010794']
YY1,CD4-Positive T-Lymphocytes,hg19,['GSM630810']
YY1,ECC-1,hg19,['GSM1010753']
YY1,GM12878,hg19,"['GSM803406', 'GSM935482']"
YY1,GM12891,hg19,['GSM803535']
YY1,GM12892,hg19,['GSM803516']
YY1,HCT 116,hg19,['GSM803354']
YY1,HeLa,hg19,['GSM779433']
YY1,Hep G2,hg19,"['GSM803381', 'GSM3393629', 'GSM3393630', 'GSM3393631', 'GSM3393632']"
YY1,Jurkat,hg19,['GSM2773998']
YY1,K-562,hg19,"['GSM803446', 'GSM803470', 'GSM935368']"
YY1,Lymphoblastoid cell line,hg19,"['GSM2597222', 'GSM2597223', 'GSM2597224', 'GSM2597225', 'GSM2597226', 'GSM2597227', 'GSM2597228', 'GSM2597229', 'GSM2597230', 'GSM2597231', 'GSM2597232', 'GSM2597233', 'GSM2597234', 'GSM2597235', 'GSM2597236', 'GSM2597237', 'GSM2597238', 'GSM2597239']"
YY1,NT2-D1,hg19,['GSM935424']
YY1,RH-4,hg19,"['GSM3229510', 'GSM3229511']"
YY1,SK-N-SH,hg19,"['GSM803498', 'GSM1010897']"
YY1,hESC H1,hg19,"['GSM803513', 'GSM956127']"
YY2,HeLa,hg19,['GSM2039081']
Yap1,Heart,mm9,"['GSM3173910', 'GSM3173911']"
Yap1,Hepatocytes,mm9,"['GSM3032390', 'GSM3032391']"
Yap1,Liver,mm9,"['GSM2220095', 'GSM2220097', 'GSM2882181']"
Yap1,Lung adenocarcinoma cell line,mm9,"['GSM3189813', 'GSM3189814']"
Yap1,MEF,mm9,['GSM2220157']
Yeats4,Embryonic Stem Cells,mm9,['GSM2683439']
Yy1,C2C12,mm9,"['GSM1908746', 'GSM1117981', 'GSM1117982', 'GSM1117983']"
Yy1,Cortical neuron,mm9,"['GSM3666463', 'GSM3666464']"
Yy1,Crypt,mm9,['GSM1295000']
Yy1,Embryonic Stem Cells,mm9,"['GSM628031', 'GSM788496', 'GSM2645432', 'GSM3466919', 'GSM3466920', 'GSM3466921', 'GSM3466922', 'GSM3615267', 'GSM3615268', 'GSM3615263', 'GSM3615264', 'GSM3615265', 'GSM3615266']"
Yy1,Pro-B cells,mm9,['GSM1002560']
Yy1,"Satellite Cells, Skeletal Muscle",mm9,['GSM2893685']
Yy1,mESC derived cardiac cells,mm9,"['GSM866992', 'GSM866993']"
Yy1,mESC derived neural cells,mm9,['GSM628032']
Yy2,Trophoblast stem cells,mm9,['GSM2138395']
ZBTB10,LoVo,hg19,['GSM1239544']
ZBTB16,Endometrial stromal cells,hg19,['GSM1943549']
ZBTB16,KG-1,hg19,"['GSM2947310', 'GSM2947311']"
ZBTB16,Mesenchymal stem cells,hg19,"['GSM3564520', 'GSM3564521']"
ZBTB17,HeLa,hg19,['GSM1088664']
ZBTB17,LS-174T,hg19,"['GSM1430921', 'GSM1430924']"
ZBTB17,MCF 10A,hg19,"['GSM1429418', 'GSM1429419', 'GSM1429420', 'GSM1429421', 'GSM1429422']"
ZBTB17,MDA-MB-231,hg19,['GSM1181982']
ZBTB17,U2OS,hg19,"['GSM1231599', 'GSM1231600']"
ZBTB2,LoVo,hg19,['GSM1239617']
ZBTB24,LoVo,hg19,['GSM1239618']
ZBTB24,Unclassified,hg19,"['-', '-']"
ZBTB33,A549,hg19,['GSM1010832']
ZBTB33,GM12878,hg19,"['GSM803392', 'GSM1333968', 'GSM1334009', 'GSM1334010', 'GSM1334011', 'GSM1334012']"
ZBTB33,HCT 116,hg19,['GSM803458']
ZBTB33,Hep G2,hg19,"['GSM803418', 'GSM803449']"
ZBTB33,K-562,hg19,['GSM803504']
ZBTB33,LoVo,hg19,['GSM1239534']
ZBTB33,SK-N-SH,hg19,['GSM1010799']
ZBTB39,LoVo,hg19,['GSM1239619']
ZBTB4,LoVo,hg19,['GSM1239620']
ZBTB44,LoVo,hg19,['GSM1239621']
ZBTB48,HeLa,hg19,"['GSM2543146', 'GSM2543147', 'GSM2543148', 'GSM2543149', 'GSM2543150', 'GSM2543151', 'GSM2543152', 'GSM2543153']"
ZBTB48,U2OS,hg19,"['GSM2543154', 'GSM2543155', 'GSM2543156', 'GSM2543157', 'GSM2543158', 'GSM2543159', 'GSM2543160', 'GSM2543161']"
ZBTB7A,ECC-1,hg19,['GSM1010752']
ZBTB7A,HUDEP-2,hg19,"['GSM2771541', 'GSM2771543']"
ZBTB7A,Hep G2,hg19,['GSM1010831']
ZBTB7A,K-562,hg19,"['GSM803473', 'GSM2771533', 'GSM2771534', 'GSM2771535', 'GSM2771536']"
