TF,Cell type,Genome,GEO ID
ZBTB7A,VCaP,hg19,"['GSM3495088', 'GSM3495089', 'GSM3495090', 'GSM3495091', 'GSM3495092']"
ZC3H11A,K-562,hg19,['GSM1003610']
ZC3H8,HCT 116,hg19,['GSM1162749']
ZEB1,GM12878,hg19,['GSM803411']
ZEB1,Hep G2,hg19,['GSM1010809']
ZEB1,MIA Paca-2,hg19,"['GSM2344911', 'GSM2344915', 'GSM2344916']"
ZEB1,NCH421k,hg19,['-']
ZEB1,NCI-H1975,hg19,"['GSM2857242', 'GSM2857243']"
ZEB1,Neural Stem Cells,hg19,['-']
ZEB1,PANC-1,hg19,['GSM1574278']
ZEB1,RKO,hg19,['GSM2344913']
ZEB2,SNU-398,hg19,['GSM2753034']
ZFHX4,Glioblastoma,hg19,"['GSM1265799', 'GSM1265800']"
ZFP42,hESC HUES64,hg19,['GSM1505731']
ZFP42,hESC derived mesendodermal cells,hg19,"['GSM1505729', 'GSM1505730']"
ZFP64,Acute myeloid leukemia,hg19,"['GSM3172429', 'GSM3172430']"
ZFP64,MOLM-13,hg19,"['GSM3172421', 'GSM3172422']"
ZFX,22Rv1,hg19,"['GSM2495665', 'GSM2495666']"
ZFX,293,hg19,"['GSM2741776', 'GSM2741777']"
ZFX,C4-2,hg19,"['GSM2741768', 'GSM2741769']"
ZFX,Daoy,hg19,['GSM1103555']
ZFX,HCT 116,hg19,"['GSM2741772', 'GSM2741773']"
ZFX,MCF-7,hg19,"['GSM2741762', 'GSM2741763']"
ZFX,NOMO-1,hg19,['GSM1057372']
ZFX,PrEC,hg19,['GSM2909536']
ZFX,RPMI 8402,hg19,['GSM1057374']
ZHX2,"Carcinoma, Renal Cell",hg19,['GSM2974460']
ZIC2,BCBL1,hg19,"['GSM2738063', 'GSM2738065']"
ZIC2,HCT 116,hg19,"['GSM3657706', 'GSM3657707', 'GSM3657708']"
ZIC5,HCT 116,hg19,"['GSM3657675', 'GSM3657676', 'GSM3657677', 'GSM3657687', 'GSM3657688', 'GSM3657692', 'GSM3657693', 'GSM3657696', 'GSM3657697']"
ZIP1,SK1,sacCer3,"['GSM1715887', 'GSM1715889', 'GSM1715891', 'GSM2818439', 'GSM2818440']"
ZIPIC,Embryos,dm3,['GSM2042226']
ZIPIC,Kc167,dm3,['GSM2133769']
ZIPIC,S2,dm3,['GSM1313421']
ZKSCAN1,HeLa,hg19,['GSM935362']
ZMIZ1,K-562,hg19,['GSM1003611']
ZMYM2,HMEC,hg19,['GSM2718670']
ZMYND11,DU 145,hg19,"['GSM2298950', 'GSM2298951']"
ZMYND11,U2OS,hg19,"['GSM1177763', 'GSM1177764', 'GSM1177765']"
ZMYND8,293,hg19,"['GSM2171412', 'GSM2171413', 'GSM2322594', 'GSM2322595']"
ZMYND8,DU 145,hg19,"['GSM2187246', 'GSM2187248']"
ZMYND8,HeLa,hg19,"['GSM2104432', 'GSM2104433', 'GSM2104434']"
ZMYND8,MDA-MB-231,hg19,"['GSM2913937', 'GSM2913938']"
ZMYND8,ZR-75-30,hg19,"['GSM1832637', 'GSM2029574', 'GSM2029582']"
ZNF12,LoVo,hg19,['GSM1239622']
ZNF143,293,hg19,['GSM959048']
ZNF143,CUTLL1,hg19,['GSM732907']
ZNF143,GM12878,hg19,['GSM935613']
ZNF143,HPB-ALL,hg19,['GSM959049']
ZNF143,HeLa,hg19,"['GSM779430', 'GSM935436', 'GSM959045', 'GSM959046']"
ZNF143,K-562,hg19,"['GSM935568', 'GSM959047']"
ZNF143,LoVo,hg19,['GSM1239623']
ZNF143,MCF-7,hg19,"['GSM2024873', 'GSM2024874', 'GSM2024875', 'GSM2024876']"
ZNF143,U-937,hg19,['GSM1587787']
ZNF143,hESC H1,hg19,['GSM935514']
ZNF143,hESC H9,hg19,"['GSM2816621', 'GSM2816622']"
ZNF165,WHIM12,hg19,['GSM1611459']
ZNF207,hESC H9,hg19,"['GSM3335746', 'GSM3335747']"
ZNF217,LoVo,hg19,['GSM1239624']
ZNF217,MCF-7,hg19,['GSM935563']
ZNF263,293,hg19,['GSM935577']
ZNF263,K-562,hg19,"['GSM476650', 'GSM476651', 'GSM935532']"
ZNF263,LoVo,hg19,['GSM1239625']
ZNF266,LoVo,hg19,['GSM1239626']
ZNF274,GM08714,hg19,['GSM935329']
ZNF274,GM12878,hg19,"['GSM607487', 'GSM607488', 'GSM935349']"
ZNF274,HeLa,hg19,"['GSM607485', 'GSM607486', 'GSM935459']"
ZNF274,Hep G2,hg19,"['GSM607483', 'GSM607484', 'GSM935350']"
ZNF274,K-562,hg19,"['GSM607481', 'GSM607482', 'GSM935479', 'GSM935503']"
ZNF274,NT2-D1,hg19,['GSM935584']
ZNF274,hESC H1,hg19,['GSM1003619']
ZNF280D,LoVo,hg19,['GSM1239627']
ZNF281,LoVo,hg19,['GSM1239545']
ZNF3,LoVo,hg19,['GSM1239546']
ZNF341,B-Lymphocytes,hg19,"['GSM2877032', 'GSM2877033']"
ZNF341,PBMC,hg19,"['GSM3099832', 'GSM3099833', 'GSM3099834']"
ZNF341,T-Lymphocytes,hg19,['GSM3099835']
ZNF366,Dendritic Cells,hg19,"['GSM2081229', 'GSM2081230', 'GSM2081231', 'GSM2081232', 'GSM2081233', 'GSM2081234', 'GSM2081235', 'GSM2081236', 'GSM2081237', 'GSM2081238']"
ZNF384,GM12878,hg19,['GSM1003602']
ZNF384,K-562,hg19,['GSM1003621']
ZNF395,LoVo,hg19,['GSM1239628']
ZNF486,Embryonic Stem Cells,hg19,"['GSM1467731', 'GSM1467732']"
ZNF516,MCF-7,hg19,['GSM2583862']
ZNF532,24335,hg19,"['GSM2543140', 'GSM2543141']"
ZNF581,LoVo,hg19,['GSM1239629']
ZNF639,LoVo,hg19,['GSM1239547']
ZNF644,293,hg19,['GSM1530052']
ZNF711,MCF-7,hg19,"['GSM2741764', 'GSM2741765']"
ZNF711,SH-SY5Y,hg19,['GSM518560']
ZNF750,Keratinocytes,hg19,['GSM1387027']
ZNF76,293,hg19,['GSM959052']
ZNF768,RAJI,hg19,"['GSM3043267', 'GSM3043268']"
ZNF768,U2OS,hg19,"['GSM3043270', 'GSM3043271']"
ZNF83,LoVo,hg19,['GSM1239630']
ZNF84,LoVo,hg19,['GSM1239631']
ZNF92,HRPEpiC,hg19,['GSM1463921']
ZSCAN5A,BeWo,hg19,"['GSM2255822', 'GSM2255829']"
ZSCAN5B,293,hg19,"['GSM2255819', 'GSM2255820']"
ZSCAN5B,BeWo,hg19,"['GSM2255823', 'GSM2255824']"
ZSCAN5D,BeWo,hg19,"['GSM2255825', 'GSM2255826']"
ZZZ3,GM12878,hg19,['GSM935483']
ZZZ3,HeLa,hg19,['GSM935416']
Zbtb16,Spermatogonia,mm9,"['GSM1892430', 'GSM1892431', 'GSM1892432']"
Zbtb17,70Z/3,mm9,['GSM1386884']
Zbtb17,B-Lymphocytes,mm9,['GSM2750860']
Zbtb17,MEF,mm9,['GSM2750858']
Zbtb17,P6D4,mm9,['GSM1386876']
Zbtb2,Embryonic Stem Cells,mm9,"['GSM2716083', 'GSM2716086']"
Zbtb2,mESC derived neural cells,mm9,['GSM2716088']
Zbtb24,Embryonic Stem Cells,mm9,"['GSM3423047', 'GSM3423049']"
Zc3h10,Brown adipocytes,mm9,['GSM4127079']
Zc3h11a,CH12,mm9,['GSM1003792']
Zc3h11a,Embryonic Stem Cells,mm9,['GSM1003810']
Zc3h11a,MEL,mm9,['GSM1003776']
Zeb1,3T3-L1,mm9,"['-', '-', '-']"
Zeb1,Embryonic brains,mm9,['GSM3656412']
Zfp143,Embryonic Stem Cells,mm9,['GSM959054']
Zfp143,MEF,mm9,['GSM959055']
Zfp143,NIH/3T3,mm9,['GSM959053']
Zfp143,Sperm,mm9,"['GSM3262872', 'GSM3262873']"
Zfp191,Oligodendrocyte progenitor,mm9,"['GSM2705827', 'GSM2705828']"
Zfp191,Oligodendrocytes,mm9,"['GSM2705829', 'GSM2705830']"
Zfp217,Embryonic Stem Cells,mm9,['GSM1603862']
Zfp281,Embryonic Stem Cells,mm9,"['GSM2044514', 'GSM2141217', 'GSM3759784', 'GSM3759785', 'GSM3759786', 'GSM3759787']"
Zfp281,EpiSC,mm9,['GSM2442961']
Zfp281,Trophoblast stem cells,mm9,"['GSM3040287', 'GSM3040288']"
Zfp322a,Embryonic Stem Cells,mm9,['GSM1097821']
Zfp335,Embryonic brains,mm9,"['GSM892256', 'GSM892257']"
Zfp335,Thymocytes,mm9,"['GSM1407359', 'GSM1407360', 'GSM1407361', 'GSM1407362']"
Zfp384,CH12,mm9,['GSM1003796']
Zfp384,Embryonic Stem Cells,mm9,['GSM1003807']
Zfp384,MC3T3-E1,mm9,"['GSM3080954', 'GSM3080955']"
Zfp384,MEL,mm9,['GSM1003797']
Zfp384,Neuroepithelial progenitor cell,mm9,"['GSM2683462', 'GSM2683463', 'GSM2683464', 'GSM2683468', 'GSM2683469', 'GSM2683470', 'GSM2683472']"
Zfp384,Pro-B cells,mm9,"['GSM3073020', 'GSM3073021', 'GSM3073022']"
Zfp384,Spermatogonia,mm9,"['GSM2374709', 'GSM2374710', 'GSM2374724', 'GSM2374725', 'GSM2374735', 'GSM2374736', 'GSM2374746', 'GSM2374747']"
Zfp42,Embryonic Stem Cells,mm9,['GSM892958']
Zfp57,Embryonic Stem Cells,mm9,"['GSM1931783', 'GSM1931786', 'GSM2051867', 'GSM2051871', 'GSM2051875', 'GSM1335222', 'GSM1335223', 'GSM3517468', 'GSM3517469', 'GSM3517470', 'GSM3517471', 'GSM3517472']"
Zfp64,Acute Myeloid Leukemia,mm9,"['GSM3172437', 'GSM3172438']"
Zfp708,Embryonic Stem Cells,mm9,['GSM3611264']
Zfpm1,Scid.adh.2c2,mm9,"['GSM2461581', 'GSM2461582', 'GSM2461583', 'GSM2461584']"
Zfpm1,Trophoblast stem cells,mm9,"['GSM3019326', 'GSM3019327', 'GSM3019345']"
Zic1,mESC derived neural cells,mm9,"['GSM2046613', 'GSM2046614']"
Zic2,Embryonic Stem Cells,mm9,"['GSM3759788', 'GSM3759789', 'GSM3759790', 'GSM3759791', 'GSM3759800', 'GSM3759801', 'GSM3759802', 'GSM3759803']"
Zic2,EpiSC,mm9,"['GSM1924744', 'GSM1924749']"
Zic3,Embryonic Stem Cells,mm9,"['GSM929462', 'GSM1571964']"
Zkscan1,CH12,mm9,['GSM1003782']
Zkscan1,MEL,mm9,['GSM1003779']
Zmiz1,8946,mm9,"['GSM1615128', 'GSM1615129']"
Zmiz1,CH12,mm9,['GSM1003793']
Zmiz1,MEL,mm9,['GSM1003798']
Zmynd8,B-Lymphocytes,mm9,"['GSM3347719', 'GSM3347720', 'GSM3347721']"
Zmynd8,CH12,mm9,"['GSM3347709', 'GSM3347710', 'GSM3347711', 'GSM3347712']"
Zmynd8,Embryonic Stem Cells,mm9,['GSM2029573']
Zscan5b,Placenta,mm9,"['GSM2256719', 'GSM2256720']"
ab,Eye-antennal discs,dm3,"['GSM1053514', 'GSM1053515']"
abd-A,S2,dm3,"['GSM2706045', 'GSM2706046', 'GSM2706074', 'GSM2706075', 'GSM2706076']"
aha-1,L1,ce10,"['GSM1183566', 'GSM1183568']"
aha-1,L4,ce10,"['GSM1076643', 'GSM1076644']"
alr-1,L2,ce10,"['GSM700163', 'GSM700164', 'GSM700165', 'GSM700166', 'GSM700167']"
aly-2,L1,ce10,"['GSM729382', 'GSM729383']"
aly-2,L2,ce10,"['GSM1076659', 'GSM1076660']"
aly-2,L3,ce10,"['GSM729378', 'GSM729379']"
ama-1,Embryos,ce10,"['GSM1825717', 'GSM1825718', 'GSM1825719', 'GSM1825720', 'GSM1825721', 'GSM1825722', 'GSM1111760', 'GSM1111761']"
ama-1,L2,ce10,"['GSM2155060', 'GSM2155061', 'GSM2155062', 'GSM2155063']"
ama-1,Mixed embryo,ce10,"['GSM2267042', 'GSM2267043', 'GSM2267044', 'GSM2267045', 'GSM1048401', 'GSM1048402', 'GSM1048403', 'GSM1048404', 'GSM1048405', 'GSM1048406', 'GSM1217423', 'GSM1217424', 'GSM1217427', 'GSM1217428', 'GSM3477014', 'GSM3477015']"
ama-1,Young adult,ce10,"['-', '-', 'GSM2155068', 'GSM2155069', 'GSM2155070', 'GSM2155071']"
aop,2h embryos,dm3,['GSM840894']
aop,7h embryos,dm3,"['GSM3132640', 'GSM3132642']"
ash-2,Germline containing young adult,ce10,"['GSM1217333', 'GSM1217334']"
ash-2,Mixed embryo,ce10,"['GSM1217511', 'GSM1217512']"
ash1,S2,dm3,"['GSM892447', 'GSM892448', 'GSM2443786', 'GSM2443787', 'GSM2443788', 'GSM2443789']"
ash1,S2-DRSC,dm3,"['GSM764316', 'GSM764317']"
ash2,0-12h embryos,dm3,['GSM847577']
ash2,Imaginal wing disc,dm3,['GSM593407']
atfs-1,Adult,ce10,['GSM1557621']
bcd,1-3h embryos,dm3,"['GSM2779371', 'GSM1332670', 'GSM1332671', 'GSM1332674', 'GSM1332675']"
bcd,Blastoderm,dm3,"['GSM1228847', 'GSM1228848', 'GSM1228856']"
bcd,Embryos,dm3,"['GSM2311163', 'GSM2311164', 'GSM2311165', 'GSM2311166', 'GSM2311167', 'GSM2311168', 'GSM2311169', 'GSM2311170', 'GSM2311171', 'GSM2311172', 'GSM2311173', 'GSM2311174', 'GSM2311175', 'GSM2311176', 'GSM2311177', 'GSM2311178', 'GSM2311179', 'GSM2311180', 'GSM2311181', 'GSM2311182', 'GSM2311183', 'GSM2311184']"
blmp-1,Embryos,ce10,"['GSM1183802', 'GSM1183804']"
blmp-1,L1,ce10,"['GSM677671', 'GSM677672', 'GSM677673', 'GSM677674']"
bon,16-24h embryos,dm3,['GSM636840']
br,0-8h embryos,dm3,"['GSM847657', 'GSM1210920', 'GSM1210921', 'GSM1217567', 'GSM1217568']"
brk,Imaginal wing disc,dm3,['GSM1005585']
brm,S2,dm3,"['GSM2500497', 'GSM2500498']"
cad,0-4h embryos,dm3,['GSM499644']
capg-1,Embryos,ce10,"['GSM1111762', 'GSM1111763', 'GSM1111764']"
capg-1,Mixed embryo,ce10,"['GSM3477012', 'GSM3477013']"
capg-2,Embryos,ce10,"['GSM1111765', 'GSM1111766', 'GSM1111767', 'GSM1111768', 'GSM1111769']"
cbp-1,Mixed embryo,ce10,"['GSM1217435', 'GSM1217436', 'GSM3477022', 'GSM3477023', 'GSM3477024', 'GSM3477025', 'GSM3477026']"
cbt,16-24h embryos,dm3,['GSM669537']
cbt,Imaginal wing disc,dm3,['GSM1005586']
cec-3,Germline containing young adult,ce10,"['GSM1195393', 'GSM1195394']"
cec-3,Young adult,ce10,"['GSM1259379', 'GSM1259380', 'GSM1259381', 'GSM1259382', 'GSM1259383', 'GSM1259384', 'GSM1259385', 'GSM1259391']"
ceh-16,L2,ce10,"['GSM1183602', 'GSM1183604']"
ceh-28,L3,ce10,"['GSM1138438', 'GSM1138439']"
ceh-28,L4,ce10,"['GSM1138434', 'GSM1138435']"
ceh-30,Embryos,ce10,"['GSM677683', 'GSM677684', 'GSM677685', 'GSM677686']"
ceh-39,Embryos,ce10,"['GSM1183722', 'GSM1183724']"
ceh-82,L1,ce10,"['GSM929332', 'GSM929333']"
ceh-82,L2,ce10,"['GSM1076655', 'GSM1076656']"
ceh-82,L3,ce10,"['GSM729366', 'GSM729367']"
ces-1,Embryos,ce10,"['GSM1183718', 'GSM1183720']"
ces-1,L1,ce10,"['GSM928342', 'GSM928343']"
ces-1,L3,ce10,"['GSM864857', 'GSM864858']"
ces-1,L4,ce10,"['GSM729322', 'GSM729323']"
cg,CNS and imaginal discs,dm3,"['GSM2054776', 'GSM2054777']"
chd-3,Germline containing young adult,ce10,"['GSM1217286', 'GSM1217297', 'GSM1217298']"
cic,2-4h embryos,dm3,"['GSM2808638', 'GSM2808639', 'GSM2808642', 'GSM2808643']"
cic,Imaginal wing disc,dm3,"['GSM2545311', 'GSM2545312', 'GSM2545315', 'GSM2545316', 'GSM2545320', 'GSM2545321']"
cnc,16-24h embryos,dm3,"['GSM847675', 'GSM1217579', 'GSM1217580']"
cnc,Adult female,dm3,"['GSM843544', 'GSM847575', 'GSM1210923', 'GSM1210924', 'GSM1217584']"
cnc,White prepupae,dm3,['GSM810644']
coh-1,Germline containing young adult,ce10,"['GSM1206394', 'GSM1206395', 'GSM1217499', 'GSM1217500']"
coh-3,Germline containing young adult,ce10,"['GSM1217309', 'GSM1217310', 'GSM1217329', 'GSM1217330']"
cuff,Ovary,dm3,"['GSM2604562', 'GSM2604564']"
daf-12,L3,ce10,"['GSM729374', 'GSM729375', 'GSM928358', 'GSM928359']"
daf-12,L4,ce10,"['GSM729370', 'GSM729371']"
daf-16,Unclassified,ce10,['GSM1558630']
daf-16,Young adult,ce10,"['-', '-']"
disco,0-8h embryos,dm3,['GSM570038']
disco,8-16h embryos,dm3,['GSM571141']
dl,2-4h embryos,dm3,"['GSM1689690', 'GSM1689691', 'GSM2808636', 'GSM2808637']"
dl,Embryos,dm3,"['GSM1341814', 'GSM1596223', 'GSM1596225', 'GSM1596227', 'GSM1596229']"
dpl-1,L1,ce10,"['GSM928338', 'GSM928339', 'GSM1076707', 'GSM1076708', 'GSM1183606', 'GSM1183608']"
dpl-1,L3,ce10,"['GSM713149', 'GSM713150']"
dpl-1,L4,ce10,"['GSM1076647', 'GSM1076648']"
dpl-1,Late embryo,ce10,"['GSM2495693', 'GSM2495694', 'GSM2495695']"
dpl-1,Young adult,ce10,"['GSM928330', 'GSM928331']"
dpy-26,Embryos,ce10,"['GSM1111770', 'GSM1111771', 'GSM1111772', 'GSM1111773', 'GSM1111774', 'GSM1111775', 'GSM1111776']"
dpy-26,Mixed embryo,ce10,"['GSM1217479', 'GSM1217480', 'GSM1217495', 'GSM1217496']"
dpy-27,Embryos,ce10,"['GSM1056292', 'GSM1111777', 'GSM1111778', 'GSM1111779', 'GSM1111780', 'GSM1652671', 'GSM1652672', 'GSM1652673', 'GSM1652674', 'GSM1652675']"
dpy-27,L3,ce10,"['GSM727909', 'GSM779439', 'GSM779440', 'GSM3477041', 'GSM3477042', 'GSM1652676', 'GSM1652677']"
dpy-27,Mixed embryo,ce10,"['GSM2339609', 'GSM2339610', 'GSM2339611', 'GSM2339612', 'GSM2339625', 'GSM2339626', 'GSM2339627', 'GSM2339632', 'GSM2339633', 'GSM2339634', 'GSM2339635', 'GSM2339636', 'GSM2339637', 'GSM2339638', 'GSM2339639', 'GSM3680196', 'GSM3680199', 'GSM3680202']"
dpy-27,Young adult,ce10,"['GSM1652678', 'GSM1652679']"
dpy-28,Embryos,ce10,"['GSM1111781', 'GSM1111782', 'GSM1111783', 'GSM1111784']"
dpy-28,Mixed embryo,ce10,"['GSM1217507', 'GSM1217508']"
dpy-30,Mixed embryo,ce10,"['GSM2339604', 'GSM2339605', 'GSM2339606', 'GSM2339607', 'GSM2339608', 'GSM1217431', 'GSM1217432']"
dre4,S2,dm3,"['GSM3106595', 'GSM3106596', 'GSM3106597', 'GSM3106598', 'GSM3106599', 'GSM3106600', 'GSM3106609', 'GSM3106610', 'GSM3106611', 'GSM3106612', 'GSM3106613', 'GSM3106614']"
dve-1,L4,ce10,"['GSM1183822', 'GSM1183824']"
dve-1,Late embryo,ce10,"['GSM1183826', 'GSM1183828']"
dwg,14-16h embryos,dm3,"['GSM1147435', 'GSM1147436']"
dwg,Embryos,dm3,['GSM2042227']
eIF4AIII,S2R+,dm3,"['GSM2857410', 'GSM2857413']"
efl-1,L1,ce10,"['GSM928334', 'GSM928335', 'GSM1183634', 'GSM1183636', 'GSM1256801', 'GSM1256803', 'GSM1367111', 'GSM1367112']"
efl-1,L3,ce10,"['GSM713147', 'GSM713148']"
efl-1,Late embryo,ce10,"['GSM2495696', 'GSM2495697', 'GSM2495698', 'GSM2495699', 'GSM2495700', 'GSM2495701']"
efl-1,Young adult,ce10,"['GSM928326', 'GSM928327']"
egl-27,L1,ce10,"['GSM677687', 'GSM677688', 'GSM677689', 'GSM677690']"
egl-5,L3,ce10,"['GSM700182', 'GSM700183', 'GSM700184', 'GSM700185', 'GSM700186', 'GSM700187', 'GSM700188', 'GSM700189', 'GSM700190']"
elav,10-12h embryos,dm3,"['GSM1545796', 'GSM1545797', 'GSM1545798', 'GSM1545799']"
elt-1,L2,ce10,"['GSM1138378', 'GSM1138379']"
elt-1,L3,ce10,"['GSM1183682', 'GSM1183684']"
elt-2,L3,ce10,"['GSM1843694', 'GSM1843698', 'GSM1843701']"
elt-3,Embryos,ce10,"['GSM1138394', 'GSM1138395']"
elt-3,L1,ce10,"['GSM677679', 'GSM677680', 'GSM677681', 'GSM677682']"
en,3rd instar,dm3,['GSM847775']
en,CNS and imaginal discs,dm3,"['GSM2040021', 'GSM2040022']"
eor-1,L3,ce10,"['GSM729346', 'GSM729347', 'GSM928370', 'GSM928371']"
epc-1,L3,ce10,"['GSM713232', 'GSM713234']"
esg,Intestines,dm3,['GSM2230774']
eve,1-6h embryos,dm3,['GSM594222']
eve,8-16h embryos,dm3,['GSM594245']
exd,16-24h embryos,dm3,['GSM669541']
fkh-10,L4,ce10,"['GSM1183774', 'GSM1183776']"
fkh-10,Late embryo,ce10,"['GSM1183770', 'GSM1183772']"
fkh-2,L3,ce10,"['GSM1183570', 'GSM1183572']"
fos-1,L1,ce10,"['GSM876928', 'GSM876929']"
fos-1,L2,ce10,"['GSM729334', 'GSM729335']"
fos-1,L3,ce10,"['GSM929304', 'GSM929305']"
fos-1,L4,ce10,"['GSM929308', 'GSM929309']"
foxo,Adult female,dm3,"['GSM1088967', 'GSM1088969', 'GSM1088971', 'GSM1088973']"
fru,0-8h embryos,dm3,"['GSM853488', 'GSM1217587', 'GSM1217588']"
fru,16-24h embryos,dm3,['GSM847696']
fs(1)h,12-24h embryos,dm3,"['GSM2849556', 'GSM2849558', 'GSM2849560']"
fs(1)h,Kc167,dm3,"['GSM1032228', 'GSM1032229', 'GSM1535986', 'GSM1535987', 'GSM1535988']"
fs(1)h,S2,dm3,"['GSM2849564', 'GSM2849566']"
gfzf,S2R+,dm3,"['GSM2813923', 'GSM2813925']"
gmeb-1,L2,ce10,"['GSM729342', 'GSM729343']"
grh,11-12h embryos,dm3,"['GSM2199201', 'GSM2199202']"
grh,13-16h embryos,dm3,['GSM2740603']
grh,15-16h embryos,dm3,"['GSM2199203', 'GSM2199204']"
grh,2-3h embryos,dm3,"['GSM2199197', 'GSM2199198']"
grh,5-6h embryos,dm3,"['GSM2199199', 'GSM2199200']"
grh,Kc167,dm3,['GSM2487552']
gro,7h embryos,dm3,"['GSM3132644', 'GSM3132646']"
gro,Kc167,dm3,"['-', '-', '-']"
gro,S2R+,dm3,['-']
gro,White prepupae,dm3,"['GSM1206856', 'GSM1206857']"
gt,Blastoderm,dm3,"['GSM1228849', 'GSM1228850', 'GSM1228857']"
h,0-8h embryos,dm3,"['GSM1206860', 'GSM1206861']"
h,8-16h embryos,dm3,['GSM669472']
h,Kc167,dm3,"['GSM1209192', 'GSM1209193', 'GSM1209194', 'GSM1296157', 'GSM1296158', 'GSM1296159']"
ham-1,L1,ce10,"['GSM1183594', 'GSM1183596']"
ham-1,L4,ce10,"['GSM1183676', 'GSM1183678', 'GSM1183680']"
hb,Blastoderm,dm3,"['GSM1228851', 'GSM1228852', 'GSM1228858']"
hcp-4,Mixed embryo,ce10,"['GSM1206416', 'GSM1206417']"
hcp-6,Embryos,ce10,"['GSM1111785', 'GSM1111786', 'GSM1111787', 'GSM1111788', 'GSM1111789']"
hda-1,Mixed embryo,ce10,"['GSM3148397', 'GSM3148398', 'GSM3148399', 'GSM3148400']"
him-3,Germline containing young adult,ce10,"['GSM1217340', 'GSM1217343']"
him-8,Germline containing young adult,ce10,"['GSM1206404', 'GSM1206405']"
hkb,8-16h embryos,dm3,['GSM569793']
hlh-1,Embryos,ce10,"['GSM677611', 'GSM677612', 'GSM677613', 'GSM677614']"
hlh-30,L4,ce10,"['GSM1183834', 'GSM1183836']"
hlh-30,Late embryo,ce10,"['GSM1183838', 'GSM1183840']"
hpl-2,L1,ce10,"['GSM1076703', 'GSM1076704', 'GSM1183646', 'GSM1183648']"
hpl-2,L3,ce10,"['GSM1206408', 'GSM1206409']"
hpl-2,Young adult,ce10,"['GSM2333101', 'GSM2333102', 'GSM2694116', 'GSM2694117', 'GSM2694118', 'GSM2694119', 'GSM1256806', 'GSM1256808']"
hth,0-8h embryos,dm3,"['GSM851743', 'GSM1217551', 'GSM1217552']"
hth,8-16h embryos,dm3,['GSM847704']
htp-3,Germline containing young adult,ce10,"['GSM1217483', 'GSM1217484']"
imb-1,Mixed embryo,ce10,"['GSM1048409', 'GSM1048410', 'GSM1217467', 'GSM1217468']"
insv,Early embryos,dm3,"['GSM3764827', 'GSM3764831', 'GSM3764835', 'GSM3764839', 'GSM3764843', 'GSM3764857']"
insv,Kc167,dm3,"['GSM1209183', 'GSM1209184', 'GSM1209185', 'GSM1217686', 'GSM1217688']"
jim,8-16h embryos,dm3,['GSM847706']
kle-2,Embryos,ce10,"['GSM1111793', 'GSM1111794', 'GSM1111795', 'GSM1171491', 'GSM1171492']"
kle-2,Germline containing young adult,ce10,"['GSM1206412', 'GSM1206413', 'GSM1217306']"
kle-2,L3,ce10,"['GSM1200339', 'GSM1200340', 'GSM1200341', 'GSM1200342']"
kn,13-14h embryos,dm3,['GSM1656384']
kni,8-16h embryos,dm3,['GSM570045']
l(3)mbt,Imaginal brain wing leg disc,dm3,"['GSM722523', 'GSM722524']"
l(3)mbt,Kc167,dm3,"['GSM892323', 'GSM1536001', 'GSM1536002']"
lem-2,Early embryo,ce10,"['GSM1911030', 'GSM1911031', 'GSM1911032', 'GSM1911033', 'GSM1911034', 'GSM1911035', 'GSM3464146', 'GSM3464147', 'GSM3464148', 'GSM3464149', 'GSM3464150', 'GSM3464151', 'GSM3464152', 'GSM3464153', 'GSM3464154']"
lem-2,Mixed embryo,ce10,['GSM596155']
let-418,L3,ce10,"['GSM1217375', 'GSM1217376']"
let-418,Young adult,ce10,"['GSM2333103', 'GSM2333104']"
let-607,Young adult,ce10,"['GSM2233444', 'GSM2233445', 'GSM2233446']"
lid,Adult female,dm3,['GSM1811347']
lid,Imaginal wing disc,dm3,['GSM668388']
lilli,S2,dm3,['GSM796330']
lin-11,L2,ce10,"['GSM677603', 'GSM677604', 'GSM677605', 'GSM677606']"
lin-13,Embryos,ce10,"['GSM677675', 'GSM677676', 'GSM677677', 'GSM677678']"
lin-13,L1,ce10,"['GSM1138406', 'GSM1138407']"
lin-13,L2,ce10,"['GSM1138410', 'GSM1138411']"
lin-13,L4,ce10,"['GSM1138414', 'GSM1138415']"
lin-13,Young adult,ce10,"['GSM2333105', 'GSM2333106']"
lin-15B,L1,ce10,"['GSM1076667', 'GSM1076668']"
lin-15B,L3,ce10,"['GSM677667', 'GSM677668', 'GSM677669', 'GSM677670']"
lin-15B,L4,ce10,"['GSM928346', 'GSM928347']"
lin-35,L1,ce10,"['GSM1076699', 'GSM1076700', 'GSM1183610', 'GSM1183612']"
lin-35,L3,ce10,"['GSM713136', 'GSM713137']"
lin-35,Late embryo,ce10,"['GSM2495702', 'GSM2495703', 'GSM2495704', 'GSM2495705']"
lin-35,Young adult,ce10,"['GSM1076695', 'GSM1076696', 'GSM1183642', 'GSM1183644']"
lin-37,L3,ce10,"['GSM712711', 'GSM712712']"
lin-37,Late embryo,ce10,"['GSM2495712', 'GSM2495713', 'GSM2495714', 'GSM2495715', 'GSM1195397', 'GSM1195398']"
lin-39,L1,ce10,"['GSM1183782', 'GSM1183784']"
lin-39,L2,ce10,"['GSM1183738', 'GSM1183740']"
lin-39,L3,ce10,"['GSM677615', 'GSM677616', 'GSM677617', 'GSM677618']"
